Source,Target,Type,Weight,book
Aplegatt,Emhyr,Undirected,1,4
Meve,Demavend,Undirected,1,4
Meve,Emhyr,Undirected,1,4
Demavend,Emhyr,Undirected,1,4
Emhyr,Vissegerd,Undirected,1,4
Vissegerd,Forest,Undirected,1,4
Aplegatt,Ciri,Undirected,2,4
Ciri,Aplegatt,Undirected,2,4
Aplegatt,Yennefer,Undirected,1,4
Ciri,Yennefer,Undirected,31,4
Yennefer,Aplegatt,Undirected,1,4
Aplegatt,Foltest,Undirected,1,4
Foltest,Demavend,Undirected,2,4
Codringher,Geralt,Undirected,9,4
Geralt,Codringher,Undirected,12,4
Codringher,Dandelion,Undirected,3,4
Rience,Calanthe,Undirected,1,4
Rience,Codringher,Undirected,8,4
Codringher,Rience,Undirected,10,4
Rience,Geralt,Undirected,4,4
Geralt,Rience,Undirected,6,4
Rience,Yennefer,Undirected,2,4
Yennefer,Codringher,Undirected,2,4
Yennefer,Rience,Undirected,2,4
Codringher,Emhyr,Undirected,1,4
Codringher,Philippa,Undirected,1,4
Emhyr,Philippa,Undirected,2,4
Emhyr,Sabrina,Undirected,1,4
Emhyr,Henselt,Undirected,2,4
Philippa,Sabrina,Undirected,4,4
Philippa,Henselt,Undirected,1,4
Sabrina,Henselt,Undirected,3,4
Sabrina,Rience,Undirected,1,4
Henselt,Rience,Undirected,1,4
Codringher,Foltest,Undirected,1,4
Codringher,Ciri,Undirected,2,4
Foltest,Ciri,Undirected,1,4
Foltest,Codringher,Undirected,1,4
Ciri,Codringher,Undirected,1,4
Ciri,Geralt,Undirected,7,4
Rience,King,Undirected,1,4
Codringher,King,Undirected,1,4
Codringher,Calanthe,Undirected,3,4
King,Calanthe,Undirected,1,4
Geralt,King,Undirected,1,4
King,Rience,Undirected,1,4
Calanthe,Roegner,Undirected,5,4
Roegner,Pavetta,Undirected,4,4
Pavetta,Geralt,Undirected,1,4
Geralt,Roegner,Undirected,2,4
Codringher,Roegner,Undirected,1,4
Roegner,Calanthe,Undirected,1,4
Roegner,Ciri,Undirected,1,4
Ciri,Calanthe,Undirected,1,4
Geralt,Calanthe,Undirected,1,4
Geralt,Pavetta,Undirected,2,4
Calanthe,Pavetta,Undirected,5,4
Pavetta,Calanthe,Undirected,3,4
Pavetta,Eist,Undirected,1,4
Eist,Calanthe,Undirected,1,4
Calanthe,Codringher,Undirected,1,4
Pavetta,Codringher,Undirected,1,4
Emhyr,King,Undirected,1,4
Akerspaark,Emhyr,Undirected,1,4
Akerspaark,Horm,Undirected,1,4
Horm,Codringher,Undirected,1,4
Horm,Akerspaark,Undirected,1,4
Codringher,Akerspaark,Undirected,1,4
Akerspaark,Geralt,Undirected,1,4
Geralt,Akerspaark,Undirected,1,4
Geralt,Ciri,Undirected,9,4
Akerspaark,Pavetta,Undirected,1,4
Akerspaark,Ciri,Undirected,1,4
Pavetta,Ciri,Undirected,1,4
Ithlinne,Aen,Undirected,1,4
Ithlinne,Codringher,Undirected,1,4
Ithlinne,Geralt,Undirected,1,4
Aen,Codringher,Undirected,1,4
Aen,Geralt,Undirected,1,4
Yennefer,Gar,Undirected,2,4
Geralt,Yennefer,Undirected,23,4
Little,Aplegatt,Undirected,1,4
Demavend,Aplegatt,Undirected,2,4
Aplegatt,Gar,Undirected,1,4
Gar,Toruviel,Undirected,1,4
Gar,Yaevinn,Undirected,1,4
Toruviel,Yaevinn,Undirected,1,4
Yaevinn,Toruviel,Undirected,2,4
Toruviel,Aplegatt,Undirected,1,4
Dandelion,Two,Undirected,1,4
Yennefer,Ciri,Undirected,26,4
Ciri,Yarpen,Undirected,3,4
Yarpen,Yennefer,Undirected,2,4
Yennefer,Jarre,Undirected,1,4
Ciri,Jarre,Undirected,3,4
Jarre,Molnar,Undirected,1,4
Molnar,Ciri,Undirected,5,4
Ciri,Molnar,Undirected,4,4
Molnar,Yennefer,Undirected,2,4
Yennefer,Molnar,Undirected,5,4
Yennefer,Emhyr,Undirected,1,4
Foltest,Molnar,Undirected,1,4
Yennefer,Fifteen,Undirected,1,4
Molnar,Little,Undirected,1,4
Little,Yennefer,Undirected,1,4
Little,Molnar,Undirected,1,4
Fabio,Ciri,Undirected,18,4
Ciri,Fabio,Undirected,21,4
Fabio,Yennefer,Undirected,2,4
Fabio,Molnar,Undirected,1,4
Yennefer,Fabio,Undirected,2,4
Molnar,Fabio,Undirected,1,4
Fabio,Gar,Undirected,1,4
Count,Ciri,Undirected,1,4
Ciri,Nenneke,Undirected,2,4
Fabio,Nenneke,Undirected,1,4
Nenneke,Gar,Undirected,1,4
Gar,Ciri,Undirected,6,4
Two,Ciri,Undirected,3,4
Two,Fabio,Undirected,1,4
Jarre,Yennefer,Undirected,1,4
Ciri,Tissaia,Undirected,3,4
Ciri,Anna,Undirected,1,4
Anna,Ciri,Undirected,1,4
Anna,Yennefer,Undirected,1,4
Yennefer,Margarita,Undirected,2,4
Tissaia,Margarita,Undirected,2,4
Tissaia,Yennefer,Undirected,5,4
Tissaia,Ciri,Undirected,2,4
Margarita,Yennefer,Undirected,2,4
Falka,Rayla,Undirected,2,4
Rayla,Ciri,Undirected,1,4
Yennefer,Rayla,Undirected,1,4
Ciri,Rayla,Undirected,3,4
Margarita,Tissaia,Undirected,2,4
Ciri,Margarita,Undirected,1,4
Tissaia,Geralt,Undirected,4,4
Yennefer,Geralt,Undirected,19,4
Ciri,Gar,Undirected,2,4
Ciri,Yaevinn,Undirected,2,4
Ciri,King,Undirected,1,4
Ciri,Bran,Undirected,2,4
King,Ciri,Undirected,2,4
King,Bran,Undirected,1,4
Bran,Ciri,Undirected,1,4
Dandelion,Falka,Undirected,1,4
Count,Dandelion,Undirected,1,4
Dandelion,Yennefer,Undirected,1,4
Yennefer,Dandelion,Undirected,5,4
Dandelion,Ciri,Undirected,4,4
Ciri,Dandelion,Undirected,7,4
Geralt,Dandelion,Undirected,11,4
Sabrina,Geralt,Undirected,3,4
Yennefer,Sabrina,Undirected,3,4
Geralt,Sabrina,Undirected,3,4
Henselt,Sabrina,Undirected,1,4
Geralt,Philippa,Undirected,3,4
Yennefer,Philippa,Undirected,4,4
Sabrina,Yennefer,Undirected,2,4
Yennefer,Henselt,Undirected,1,4
Henselt,Yennefer,Undirected,1,4
Philippa,Triss,Undirected,4,4
Triss,Philippa,Undirected,2,4
Triss,Yennefer,Undirected,4,4
Philippa,Yennefer,Undirected,4,4
Yennefer,Triss,Undirected,6,4
Triss,Geralt,Undirected,3,4
Geralt,Triss,Undirected,4,4
Geralt,Esterad,Undirected,1,4
Triss,Esterad,Undirected,2,4
Geralt,Vilgefortz,Undirected,12,4
Geralt,Francesca,Undirected,1,4
Vilgefortz,Francesca,Undirected,3,4
Vilgefortz,Carduin,Undirected,2,4
Carduin,Philippa,Undirected,2,4
Philippa,Geralt,Undirected,3,4
Geralt,Count,Undirected,1,4
Two,King,Undirected,1,4
Francesca,Sabrina,Undirected,1,4
Marti,Sabrina,Undirected,2,4
Sabrina,Marti,Undirected,2,4
Marti,Geralt,Undirected,2,4
Geralt,Dorregaray,Undirected,5,4
Yennefer,Dorregaray,Undirected,1,4
Dorregaray,Geralt,Undirected,3,4
Sabrina,Dorregaray,Undirected,1,4
Philippa,Dorregaray,Undirected,1,4
Dorregaray,Sabrina,Undirected,1,4
Sabrina,Ethain,Undirected,1,4
Ethain,Sabrina,Undirected,1,4
Ethain,Henselt,Undirected,1,4
Henselt,Marti,Undirected,1,4
Yennefer,Keira,Undirected,2,4
Keira,Sabrina,Undirected,1,4
Sabrina,Keira,Undirected,1,4
Keira,Marti,Undirected,2,4
Keira,Philippa,Undirected,1,4
Marti,Philippa,Undirected,2,4
Philippa,Keira,Undirected,3,4
Philippa,Marti,Undirected,2,4
Yennefer,Vilgefortz,Undirected,5,4
Yennefer,Artaud,Undirected,1,4
Yennefer,Francesca,Undirected,2,4
Yennefer,Tissaia,Undirected,5,4
Artaud,Yennefer,Undirected,1,4
Artaud,Francesca,Undirected,1,4
Artaud,Tissaia,Undirected,2,4
Francesca,Tissaia,Undirected,2,4
Tissaia,Vilgefortz,Undirected,8,4
Vilgefortz,Geralt,Undirected,10,4
Vilgefortz,Yennefer,Undirected,4,4
Vilgefortz,Tissaia,Undirected,1,4
Lydia,Vilgefortz,Undirected,4,4
Geralt,Lydia,Undirected,4,4
Beau,Vilgefortz,Undirected,1,4
Leticia,Tissaia,Undirected,1,4
Leticia,Lydia,Undirected,1,4
Tissaia,Lydia,Undirected,3,4
Lydia,Geralt,Undirected,3,4
Lydia,Falka,Undirected,1,4
Geralt,Falka,Undirected,3,4
Aen,Lydia,Undirected,1,4
Lydia,Ciri,Undirected,1,4
Ciri,Lydia,Undirected,1,4
Geralt,Gar,Undirected,3,4
Yennefer,Lydia,Undirected,1,4
Vilgefortz,Ciri,Undirected,1,4
Vilgefortz,Codringher,Undirected,2,4
Ciri,Triss,Undirected,1,4
Falka,Pavetta,Undirected,2,4
Falka,Ithlinne,Undirected,2,4
Pavetta,Falka,Undirected,1,4
Pavetta,Ithlinne,Undirected,1,4
Ithlinne,Falka,Undirected,1,4
Falka,Codringher,Undirected,1,4
Codringher,Falka,Undirected,1,4
Falka,Geralt,Undirected,1,4
Rience,Emhyr,Undirected,1,4
Artaud,Keira,Undirected,1,4
Artaud,Geralt,Undirected,1,4
Keira,Geralt,Undirected,5,4
Geralt,Keira,Undirected,3,4
Keira,Yennefer,Undirected,3,4
Lydia,Sabrina,Undirected,1,4
Sabrina,Triss,Undirected,1,4
Sabrina,Lydia,Undirected,1,4
Triss,Lydia,Undirected,2,4
Triss,Vilgefortz,Undirected,2,4
Gar,Philippa,Undirected,2,4
Gar,Marti,Undirected,1,4
Lydia,Tissaia,Undirected,1,4
Geralt,Tissaia,Undirected,2,4
Geralt,Artaud,Undirected,1,4
Tissaia,Artaud,Undirected,1,4
Tissaia,Philippa,Undirected,6,4
Lydia,Artaud,Undirected,1,4
Lydia,Philippa,Undirected,3,4
Artaud,Philippa,Undirected,2,4
Philippa,Tissaia,Undirected,3,4
Triss,Keira,Undirected,1,4
Triss,Tissaia,Undirected,1,4
Keira,Tissaia,Undirected,2,4
Tissaia,Francesca,Undirected,3,4
Keira,Gar,Undirected,4,4
Sigismund,Voymir,Undirected,1,4
Philippa,King,Undirected,3,4
Dorregaray,Marti,Undirected,1,4
Dorregaray,Carduin,Undirected,2,4
Marti,Carduin,Undirected,2,4
Marti,Gar,Undirected,1,4
Carduin,Gar,Undirected,3,4
Gar,Carduin,Undirected,1,4
Philippa,Carduin,Undirected,1,4
Carduin,Tissaia,Undirected,1,4
Gar,Tissaia,Undirected,1,4
Gar,Francesca,Undirected,1,4
Francesca,Vilgefortz,Undirected,1,4
Francesca,Marti,Undirected,1,4
Francesca,Dorregaray,Undirected,1,4
Vilgefortz,Marti,Undirected,1,4
Vilgefortz,Dorregaray,Undirected,1,4
Marti,Dorregaray,Undirected,1,4
Gar,Yennefer,Undirected,3,4
Gar,Keira,Undirected,1,4
Keira,Vilgefortz,Undirected,1,4
Philippa,Demavend,Undirected,2,4
Sabrina,Demavend,Undirected,1,4
Sabrina,Tissaia,Undirected,1,4
Demavend,Tissaia,Undirected,1,4
Demavend,Philippa,Undirected,1,4
Tissaia,Demavend,Undirected,1,4
Esterad,Carduin,Undirected,1,4
Esterad,Sabrina,Undirected,1,4
Carduin,Sabrina,Undirected,1,4
Sabrina,Emhyr,Undirected,1,4
Emhyr,Vilgefortz,Undirected,4,4
Vilgefortz,Emhyr,Undirected,5,4
Francesca,Emhyr,Undirected,1,4
Francesca,Philippa,Undirected,1,4
Philippa,Lydia,Undirected,2,4
Emhyr,Tissaia,Undirected,1,4
Sabrina,Foltest,Undirected,1,4
Sabrina,Philippa,Undirected,1,4
Foltest,Philippa,Undirected,1,4
Foltest,King,Undirected,2,4
King,Tissaia,Undirected,2,4
King,Philippa,Undirected,1,4
Rience,Vilgefortz,Undirected,1,4
Margarita,Ciri,Undirected,1,4
Ciri,Emhyr,Undirected,2,4
Emhyr,Ciri,Undirected,2,4
Ciri,Vilgefortz,Undirected,4,4
Gar,Vilgefortz,Undirected,1,4
Emhyr,Geralt,Undirected,1,4
Artaud,Emhyr,Undirected,1,4
Artaud,Vilgefortz,Undirected,1,4
Emhyr,Codringher,Undirected,1,4
Gar,Triss,Undirected,1,4
Triss,King,Undirected,1,4
Tissaia,Triss,Undirected,1,4
Emhyr,Morvran,Undirected,1,4
Emhyr,Jan,Undirected,1,4
Morvran,Jan,Undirected,1,4
Dandelion,Venzlav,Undirected,1,4
Dandelion,Geralt,Undirected,8,4
Gar,Geralt,Undirected,1,4
Dandelion,Triss,Undirected,2,4
Triss,Venzlav,Undirected,1,4
Venzlav,Geralt,Undirected,1,4
Venzlav,Dandelion,Undirected,1,4
Geralt,Fauve,Undirected,1,4
Fauve,Dandelion,Undirected,2,4
Emhyr,Two,Undirected,1,4
King,Demavend,Undirected,1,4
Bronibor,Foltest,Undirected,1,4
Bronibor,Emhyr,Undirected,1,4
Foltest,Emhyr,Undirected,3,4
Demavend,Hereward,Undirected,2,4
Hereward,Emhyr,Undirected,1,4
King,Emhyr,Undirected,1,4
Ciri,Henselt,Undirected,1,4
Henselt,Foltest,Undirected,1,4
Henselt,Demavend,Undirected,1,4
Demavend,Dandelion,Undirected,1,4
Dandelion,Menno,Undirected,1,4
Menno,Geralt,Undirected,1,4
Esterad,Vilgefortz,Undirected,2,4
Esterad,Emhyr,Undirected,2,4
Vilgefortz,Dandelion,Undirected,2,4
Emhyr,Dandelion,Undirected,1,4
Filavandrel,Henselt,Undirected,2,4
Emhyr,Filavandrel,Undirected,3,4
Emhyr,Foltest,Undirected,1,4
Filavandrel,Foltest,Undirected,1,4
Foltest,Henselt,Undirected,1,4
Henselt,Emhyr,Undirected,1,4
Emhyr,Aen,Undirected,1,4
Dandelion,Gar,Undirected,1,4
Dandelion,Fauve,Undirected,1,4
Gar,Fauve,Undirected,1,4
Gar,Dandelion,Undirected,1,4
Ardal,Emhyr,Undirected,1,4
Count,Emhyr,Undirected,1,4
Vattier,Emhyr,Undirected,1,4
Vattier,Stefan,Undirected,1,4
Emhyr,Stefan,Undirected,2,4
Emhyr,Xarthisius,Undirected,1,4
Xarthisius,Emhyr,Undirected,1,4
Emhyr,Vattier,Undirected,1,4
Vattier,Ceallach,Undirected,1,4
Xarthisius,Vilgefortz,Undirected,1,4
Cahir,Emhyr,Undirected,1,4
Emhyr,Cahir,Undirected,1,4
Cahir,Ceallach,Undirected,1,4
Cahir,Vattier,Undirected,1,4
Ceallach,Vattier,Undirected,1,4
Vattier,Adda,Undirected,1,4
Adda,Ciri,Undirected,1,4
Jarre,Geralt,Undirected,1,4
Ciri,Seven,Undirected,1,4
Ciri,Little,Undirected,10,4
Little,Ciri,Undirected,7,4
Aen,Ciri,Undirected,2,4
Calanthe,Paulie,Undirected,1,4
Calanthe,Vilgefortz,Undirected,1,4
Paulie,Vilgefortz,Undirected,1,4
Vilgefortz,Triss,Undirected,1,4
Little,Falka,Undirected,1,4
Blue,Ciri,Undirected,6,4
Ciri,Blue,Undirected,6,4
Ciri,Two,Undirected,3,4
Blue,Two,Undirected,11,4
Two,Blue,Undirected,6,4
Blue,Sir,Undirected,1,4
Ciri,Sir,Undirected,1,4
Sir,Blue,Undirected,1,4
Ciri,Kayleigh,Undirected,14,4
Kayleigh,Baron,Undirected,4,4
Baron,Ciri,Undirected,2,4
Baron,Kayleigh,Undirected,1,4
Kayleigh,Ciri,Undirected,14,4
Kayleigh,Iskra,Undirected,2,4
Iskra,Ciri,Undirected,11,4
Ciri,Mistle,Undirected,12,4
Mistle,Little,Undirected,1,4
Ciri,Iskra,Undirected,2,4
Iskra,Kayleigh,Undirected,6,4
Kayleigh,Mistle,Undirected,6,4
Mistle,Ciri,Undirected,7,4
Mistle,Iskra,Undirected,4,4
Mistle,Kayleigh,Undirected,3,4
Falka,Ciri,Undirected,2,4
Ciri,Falka,Undirected,3,4
Mistle,Falka,Undirected,1,4
Falka,Mistle,Undirected,1,4
Kayleigh,Emhyr,Undirected,1,4
Emhyr,Kayleigh,Undirected,1,4
Aen,Mistle,Undirected,1,4
Aen,Rudiger,Undirected,1,4
Mistle,Rudiger,Undirected,1,4
Rudiger,Mistle,Undirected,1,4
Mistle,Asse,Undirected,2,4
Kayleigh,Asse,Undirected,1,4
Milva,Forest,Undirected,1,5
Forest,Milva,Undirected,1,5
Maria,Milva,Undirected,6,5
Codringher,Milva,Undirected,2,5
Milva,Geralt,Undirected,51,5
Milva,Maria,Undirected,4,5
Geralt,Maria,Undirected,1,5
Milva,Ori,Undirected,7,5
Ori,Philippa,Undirected,4,5
Philippa,Ori,Undirected,2,5
Ori,Triss,Undirected,1,5
Philippa,Triss,Undirected,3,5
Yennefer,Artaud,Undirected,1,5
Artaud,Yennefer,Undirected,1,5
Artaud,Ori,Undirected,2,5
Yennefer,Ori,Undirected,2,5
Yennefer,Milva,Undirected,2,5
Ori,Milva,Undirected,8,5
Ori,Maria,Undirected,1,5
Emhyr,Milva,Undirected,2,5
Shilard,Francesca,Undirected,1,5
Ori,Stefan,Undirected,1,5
Philippa,Stefan,Undirected,1,5
Philippa,Emhyr,Undirected,3,5
Stefan,Emhyr,Undirected,1,5
Milva,Little,Undirected,1,5
Little,Aen,Undirected,1,5
Little,Milva,Undirected,1,5
Aen,Milva,Undirected,2,5
Milva,Toruviel,Undirected,3,5
Toruviel,Milva,Undirected,3,5
Margarita,Philippa,Undirected,3,5
Philippa,Keira,Undirected,2,5
Keira,Triss,Undirected,3,5
Keira,Philippa,Undirected,3,5
Triss,Philippa,Undirected,5,5
Philippa,Assire,Undirected,5,5
Assire,Philippa,Undirected,8,5
Philippa,Sabrina,Undirected,8,5
Sabrina,Sheala,Undirected,1,5
Sabrina,Francesca,Undirected,4,5
Sheala,Francesca,Undirected,4,5
Francesca,Philippa,Undirected,7,5
Philippa,Margarita,Undirected,2,5
Philippa,Francesca,Undirected,3,5
Margarita,Francesca,Undirected,1,5
Margarita,Assire,Undirected,2,5
Francesca,Assire,Undirected,4,5
Sabrina,Philippa,Undirected,5,5
Sabrina,Emhyr,Undirected,2,5
Francesca,Sabrina,Undirected,2,5
Philippa,Sheala,Undirected,1,5
Sheala,Philippa,Undirected,5,5
Assire,Sabrina,Undirected,2,5
Margarita,Sheala,Undirected,2,5
Francesca,King,Undirected,1,5
King,Francesca,Undirected,1,5
King,Assire,Undirected,1,5
King,Triss,Undirected,1,5
Francesca,Triss,Undirected,2,5
Francesca,Keira,Undirected,2,5
Assire,Triss,Undirected,2,5
Assire,Keira,Undirected,1,5
Triss,Keira,Undirected,1,5
Triss,Sabrina,Undirected,1,5
Keira,Sabrina,Undirected,1,5
Sabrina,Assire,Undirected,4,5
Francesca,Emhyr,Undirected,1,5
Assire,Emhyr,Undirected,2,5
Sabrina,Margarita,Undirected,1,5
Emhyr,Margarita,Undirected,1,5
Emhyr,Sheala,Undirected,1,5
Sheala,Assire,Undirected,1,5
Assire,Francesca,Undirected,6,5
Francesca,Sheala,Undirected,1,5
Two,Mistle,Undirected,1,5
Two,Falka,Undirected,1,5
Mistle,Falka,Undirected,3,5
Asse,Kayleigh,Undirected,1,5
Asse,Little,Undirected,1,5
Kayleigh,Little,Undirected,1,5
Falka,Little,Undirected,1,5
Dandelion,Geralt,Undirected,72,5
Geralt,Dandelion,Undirected,70,5
Dandelion,Roach,Undirected,3,5
Roach,Dandelion,Undirected,3,5
Dandelion,Riordain,Undirected,1,5
Aen,Dandelion,Undirected,2,5
Aen,Geralt,Undirected,1,5
Geralt,Milva,Undirected,45,5
Dandelion,Milva,Undirected,60,5
Milva,Dandelion,Undirected,61,5
Milva,Ciri,Undirected,15,5
Geralt,Ciri,Undirected,5,5
Dandelion,Ciri,Undirected,7,5
Ciri,Milva,Undirected,13,5
Milva,Emhyr,Undirected,1,5
Emhyr,Ciri,Undirected,3,5
Ciri,Geralt,Undirected,9,5
Ciri,Emhyr,Undirected,1,5
Geralt,Emhyr,Undirected,2,5
Geralt,Roach,Undirected,2,5
Milva,Roach,Undirected,4,5
Dandelion,Zoltan,Undirected,29,5
Milva,Zoltan,Undirected,34,5
Milva,Field,Undirected,3,5
Zoltan,Field,Undirected,8,5
Field,Percival,Undirected,3,5
Field,Zoltan,Undirected,5,5
Percival,Zoltan,Undirected,18,5
Geralt,Zoltan,Undirected,44,5
Zoltan,Milva,Undirected,27,5
Zoltan,Munro,Undirected,3,5
Zoltan,Figgis,Undirected,1,5
Munro,Figgis,Undirected,1,5
Munro,Zoltan,Undirected,3,5
Figgis,Zoltan,Undirected,1,5
Figgis,Geralt,Undirected,2,5
Figgis,Dandelion,Undirected,1,5
Zoltan,Geralt,Undirected,33,5
Zoltan,Dandelion,Undirected,27,5
Dandelion,Figgis,Undirected,2,5
Figgis,Milva,Undirected,3,5
Milva,Percival,Undirected,10,5
Percival,Geralt,Undirected,14,5
Munro,Geralt,Undirected,2,5
Geralt,Field,Undirected,6,5
Field,Milva,Undirected,3,5
Zoltan,Percival,Undirected,25,5
Ciri,Dandelion,Undirected,7,5
Maria,Zoltan,Undirected,1,5
Geralt,Percival,Undirected,8,5
Munro,Percival,Undirected,1,5
Percival,Milva,Undirected,4,5
Cahir,Zoltan,Undirected,2,5
Zoltan,Ciri,Undirected,4,5
Geralt,Cahir,Undirected,11,5
Philippa,Zoltan,Undirected,1,5
Zoltan,King,Undirected,1,5
King,Percival,Undirected,1,5
Dandelion,Field,Undirected,3,5
Field,Two,Undirected,1,5
Two,Zoltan,Undirected,3,5
Dandelion,Percival,Undirected,14,5
Percival,Figgis,Undirected,1,5
Field,Geralt,Undirected,4,5
Emiel,Zoltan,Undirected,3,5
Emiel,Geralt,Undirected,3,5
Zoltan,Emiel,Undirected,2,5
Geralt,Sir,Undirected,2,5
Sir,Zoltan,Undirected,2,5
Zoltan,Sir,Undirected,1,5
Percival,Dandelion,Undirected,4,5
Yennefer,Dandelion,Undirected,3,5
Yennefer,Geralt,Undirected,7,5
Zoltan,Two,Undirected,2,5
Geralt,Two,Undirected,2,5
Two,Percival,Undirected,1,5
Zoltan,Brouver,Undirected,1,5
Percival,King,Undirected,1,5
King,Brouver,Undirected,1,5
Dandelion,Count,Undirected,5,5
Ciri,Count,Undirected,2,5
Falka,Ciri,Undirected,5,5
Ciri,Falka,Undirected,1,5
Falka,Kayleigh,Undirected,1,5
Ciri,Kayleigh,Undirected,3,5
Kayleigh,Ciri,Undirected,1,5
Emiel,Percival,Undirected,1,5
Geralt,Emiel,Undirected,2,5
Munro,Dandelion,Undirected,1,5
Munro,Milva,Undirected,2,5
Two,Dandelion,Undirected,1,5
Dandelion,Munro,Undirected,1,5
Percival,Sir,Undirected,2,5
Geralt,Count,Undirected,4,5
Count,Dandelion,Undirected,4,5
Field,Sir,Undirected,1,5
Sir,Percival,Undirected,1,5
Geralt,Kayleigh,Undirected,1,5
Mistle,Ciri,Undirected,5,5
Dandelion,Aubry,Undirected,1,5
Dandelion,Sir,Undirected,4,5
Aubry,Sir,Undirected,2,5
Aubry,Geralt,Undirected,1,5
Aubry,Dandelion,Undirected,1,5
Sir,Geralt,Undirected,3,5
Sir,Dandelion,Undirected,3,5
Dandelion,Emhyr,Undirected,2,5
Daniel,Dandelion,Undirected,1,5
Count,Foltest,Undirected,1,5
Count,Geralt,Undirected,2,5
Foltest,Geralt,Undirected,1,5
Foltest,Count,Undirected,1,5
Calanthe,Pavetta,Undirected,1,5
Calanthe,Geralt,Undirected,1,5
Pavetta,Geralt,Undirected,1,5
Count,Daniel,Undirected,1,5
Dandelion,Daniel,Undirected,1,5
Dandelion,Calanthe,Undirected,1,5
Daniel,Calanthe,Undirected,1,5
Daniel,Emhyr,Undirected,1,5
Calanthe,Emhyr,Undirected,1,5
Emhyr,Calanthe,Undirected,2,5
Vissegerd,Foltest,Undirected,2,5
Vissegerd,Daniel,Undirected,1,5
Foltest,Daniel,Undirected,1,5
Foltest,Vissegerd,Undirected,1,5
Daniel,Vissegerd,Undirected,1,5
Vissegerd,Geralt,Undirected,8,5
Geralt,Vissegerd,Undirected,7,5
Dandelion,Vissegerd,Undirected,9,5
Vissegerd,Count,Undirected,4,5
Count,Vissegerd,Undirected,3,5
Count,Sir,Undirected,3,5
Vissegerd,Sir,Undirected,2,5
Sir,Vissegerd,Undirected,1,5
Vreemde,Morteisen,Undirected,1,5
Cahir,Dandelion,Undirected,12,5
Sir,Demavend,Undirected,1,5
Demavend,Vilgefortz,Undirected,1,5
Demavend,Rience,Undirected,1,5
Vilgefortz,Rience,Undirected,1,5
Vattier,Francesca,Undirected,1,5
Francesca,Cahir,Undirected,1,5
Cahir,Rience,Undirected,2,5
Stefan,Vattier,Undirected,1,5
Stefan,Milva,Undirected,1,5
Vattier,Milva,Undirected,1,5
Ciri,Beau,Undirected,2,5
Ciri,Cahir,Undirected,5,5
Beau,Cahir,Undirected,1,5
Cahir,Milva,Undirected,18,5
Cahir,Ciri,Undirected,3,5
Milva,Fringilla,Undirected,1,5
Milva,Assire,Undirected,1,5
Ciri,Fringilla,Undirected,5,5
Ciri,Assire,Undirected,2,5
Fringilla,Assire,Undirected,5,5
Fringilla,Merlin,Undirected,1,5
Assire,Merlin,Undirected,1,5
Merlin,Assire,Undirected,2,5
Merlin,Fringilla,Undirected,1,5
Assire,Fringilla,Undirected,9,5
Assire,King,Undirected,1,5
Assire,Albrich,Undirected,1,5
King,Albrich,Undirected,1,5
Albrich,Assire,Undirected,1,5
Assire,Xarthisius,Undirected,2,5
Stella,Assire,Undirected,1,5
Stella,Emhyr,Undirected,1,5
Emhyr,Fringilla,Undirected,1,5
Emhyr,Xarthisius,Undirected,1,5
Fringilla,Xarthisius,Undirected,1,5
Fringilla,Emhyr,Undirected,1,5
Xarthisius,Emhyr,Undirected,1,5
Emhyr,Cahir,Undirected,4,5
Cahir,Emhyr,Undirected,3,5
Emhyr,Assire,Undirected,3,5
Cahir,Assire,Undirected,2,5
Assire,Cahir,Undirected,1,5
Cahir,Fringilla,Undirected,1,5
Cahir,Seven,Undirected,2,5
Milva,Cahir,Undirected,19,5
Milva,Seven,Undirected,1,5
Seven,Milva,Undirected,4,5
Vissegerd,Dandelion,Undirected,3,5
Dandelion,Gar,Undirected,1,5
Vissegerd,Gar,Undirected,1,5
Gar,Geralt,Undirected,1,5
Gar,Vissegerd,Undirected,1,5
Geralt,Yennefer,Undirected,4,5
Dandelion,Seven,Undirected,3,5
Geralt,Seven,Undirected,3,5
Seven,Dandelion,Undirected,2,5
Seven,Cahir,Undirected,1,5
Dandelion,Cahir,Undirected,21,5
Philippa,Dandelion,Undirected,1,5
Milva,Emiel,Undirected,1,5
Cahir,Geralt,Undirected,25,5
Kayleigh,Mistle,Undirected,1,5
Mistle,Kayleigh,Undirected,1,5
Falka,Mistle,Undirected,3,5
Mistle,Cahir,Undirected,1,5
Milva,Yennefer,Undirected,1,5
Dandelion,Yennefer,Undirected,1,5
Ciri,Mistle,Undirected,4,5
Vattier,Ida,Undirected,1,5
Ida,Francesca,Undirected,1,5
Ida,Henselt,Undirected,1,5
Francesca,Henselt,Undirected,1,5
Francesca,Ida,Undirected,1,5
Philippa,Ida,Undirected,4,5
Margarita,Sabrina,Undirected,3,5
Margarita,Ida,Undirected,1,5
Margarita,Ithlinne,Undirected,1,5
Philippa,Ithlinne,Undirected,1,5
Sabrina,Ida,Undirected,2,5
Sabrina,Ithlinne,Undirected,1,5
Ida,Ithlinne,Undirected,1,5
Ithlinne,Francesca,Undirected,1,5
Francesca,Yennefer,Undirected,6,5
Yennefer,Francesca,Undirected,10,5
Yennefer,Gar,Undirected,2,5
Francesca,Gar,Undirected,1,5
Francesca,Ciri,Undirected,2,5
Gar,Ciri,Undirected,1,5
